    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000003    0.000036    0.000425    0.003939    0.027781    0.139232    0.442188    0.723244    0.459719    0.137561    0.024534    0.003033    0.000282    0.000021    0.000001    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000001    0.000005    0.000041    0.000291    0.001760    0.008958    0.037260    0.122136    0.301268    0.529194    0.633787    0.598510    0.669049    0.574652    0.307070    0.107148    0.026788    0.005163    0.000803    0.000104    0.000011    0.000001    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
    0.000000    0.000000    0.000000    0.000000    0.000000    0.000001    0.000004    0.000028    0.000153    0.000759    0.003322    0.012600    0.040647    0.109073    0.237673    0.410944    0.555641    0.602238    0.598438    0.623310    0.627692    0.667197    0.632307    0.440432    0.216716    0.078449    0.022124    0.005085    0.000981    0.000162    0.000023    0.000003    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
    0.000000    0.000000    0.000001    0.000003    0.000017    0.000079    0.000348    0.001381    0.004909    0.015448    0.042439    0.100316    0.201137    0.338114    0.473869    0.558992    0.582041    0.587631    0.604615    0.616894    0.634699    0.647218    0.676373    0.668230    0.538244    0.327833    0.151110    0.054719    0.016216    0.004055    0.000873    0.000164    0.000027    0.000004    0.000001    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
    0.000002    0.000010    0.000043    0.000171    0.000632    0.002134    0.006532    0.017966    0.043959    0.094732    0.178179    0.290637    0.410360    0.504568    0.552566    0.566151    0.575205    0.589405    0.602369    0.617315    0.632233    0.649260    0.665112    0.690279    0.695298    0.609898    0.428163    0.234327    0.101721    0.036222    0.010907    0.002837    0.000647    0.000131    0.000024    0.000004    0.000001    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
    0.000085    0.000314    0.001017    0.003027    0.008248    0.020433    0.045682    0.091504    0.163250    0.258489    0.363212    0.455098    0.515340    0.542271    0.552446    0.562724    0.575456    0.588043    0.601780    0.616102    0.631459    0.647656    0.665213    0.683092    0.706916    0.719060    0.664377    0.514148    0.319388    0.159192    0.065230    0.022614    0.006783    0.001788    0.000419    0.000088    0.000017    0.000003    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
    0.001350    0.004033    0.010108    0.023022    0.047802    0.090098    0.153570    0.236278    0.328424    0.414168    0.478297    0.514819    0.530860    0.540057    0.550562    0.562304    0.574312    0.587165    0.600673    0.615019    0.630246    0.646440    0.663719    0.682229    0.701743    0.725524    0.742045    0.708346    0.586719    0.400793    0.222527    0.101865    0.039440    0.013217    0.003897    0.001022    0.000240    0.000051    0.000010    0.000002    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
    0.010021    0.025032    0.050125    0.090069    0.147542    0.220870    0.302749    0.381477    0.445059    0.486723    0.508547    0.519540    0.528543    0.538817    0.549793    0.561194    0.573287    0.586014    0.599487    0.613763    0.628909    0.645039    0.662216    0.680606    0.700284    0.721351    0.745825    0.765471    0.746295    0.648493    0.475929    0.287712    0.143940    0.060876    0.022269    0.007171    0.002056    0.000529    0.000123    0.000026    0.000005    0.000001    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
    0.038728    0.084494    0.141285    0.209156    0.283401    0.355623    0.416626    0.460214    0.486109    0.499806    0.508739    0.517657    0.527507    0.537846    0.548656    0.560064    0.572068    0.584748    0.598155    0.612357    0.627438    0.643472    0.660577    0.678841    0.698434    0.719440    0.742111    0.767756    0.789988    0.781142    0.702332    0.544166    0.351813    0.189065    0.085852    0.033680    0.011626    0.003576    0.000988    0.000247    0.000056    0.000012    0.000002    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
    0.084778    0.170014    0.252371    0.327143    0.389168    0.434808    0.463930    0.480411    0.490268    0.498497    0.507248    0.516622    0.526405    0.536656    0.547439    0.558775    0.570727    0.583342    0.596681    0.610813    0.625811    0.641765    0.658767    0.676938    0.696394    0.717309    0.739798    0.764194    0.791375    0.816003    0.814780    0.750751    0.605987    0.412985    0.235036    0.112991    0.046854    0.017082    0.005549    0.001620    0.000427    0.000102    0.000022    0.000004    0.000001    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
